Name,Address,Grades,Latitude,Longitude 
Davio's,"'75 Arlington St.,Boston,MA,USA'",'A; B; C',42.3505077,-71.070443
Clay Pot Cafe,"'74 Kneeland St.,Boston,MA,USA'",'A; B; C',42.3505092,-71.0604557
Wing's Kitchen,"'23 Hudson St.,Boston,MA,USA'",'A; B; C',42.3505147,-71.060306
Chatime,"'18 Hudson St.,Boston,MA,USA'",'A; B; C',42.350582,-71.0599173
Hong Ze,"'21 Hudson St.,Boston,MA,USA'",'A; B; C',42.350599,-71.0602755
Joe's American Bar & Grill,"'26 Exeter St.,Boston,MA,USA'",'A; B; C',42.350638,-71.0797511
Boloco,"'569 Boylston St.,Boston,MA,USA'",'A; B; C',42.3506398,-71.0764819
Aramark At Houghton Mifflin,"'222 Berkeley St.,Boston,MA,USA'",'A; B; C',42.350667,-71.0731944
Globe Bar & Cafe,"'565 Boylston St.,Boston,MA,USA'",'A; B; C',42.3506784,-71.0763393
The Q,"'640 Washington St.,Boston,MA,USA'",'A; B; C',42.350682,-71.1691938
Jade Garden Restaurant,"'20 Tyler St.,Boston,MA,USA'",'A; B; C',42.3507412,-71.0605693
Wendy's Old Fashioned Hamburers,"'551 Boylston St.,Boston,MA,USA'",'A; B; C',42.3507558,-71.0760374
Hillel,"'213 Bay State Rd.,Boston,MA,USA'",'A; B; C',42.350804,-71.103111
W Boston Market By Jean George & Emp.Caf.,"'100 Stuart St.,Boston,MA,USA'",'A; B; C',42.3508154,-71.0655748
Finagle-A-Bagel,"'535 Boylston St.,Boston,MA,USA'",'A; B; C',42.3508157,-71.0756622
Mcdonald's,"'1223 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.3508179,-71.1308899
Yamato Ii,"'545 Boylston St.,Boston,MA,USA'",'A; B; C',42.3508521,-71.0758962
Thai Basil,"'132 Newbury St.,Boston,MA,USA'",'A; B; C',42.3509029,-71.0767267
Papa Razzi,"'157 Newbury St.,Boston,MA,USA'",'A; B; C',42.350923,-71.078556
New Dong Khanh Restaurant,"'81 Harrison Ave.,Boston,MA,USA'",'A; B; C',42.3509338,-71.0615962
New Jumbo Seafood,"'5 Hudson St.,Boston,MA,USA'",'A; B; C',42.3509431,-71.0601915
Panera Bread No. 1449,"'490 Boylston St.,Boston,MA,USA'",'A; B; C',42.3509495,-71.0742066
Cafe Med,"'31 Saint James Ave.,Boston,MA,USA'",'A; B; C',42.3509525,-71.0715658
Park Sq Cafe,"'31 St James Ave.,Boston,MA,USA'",'A; B; C',42.3509525,-71.0715658
Samurai Express,"'31 Saint James Ave.,Boston,MA,USA'",'A; B; C',42.3509525,-71.0715658
Wonder Bar,"'186 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3509677,-71.1310647
Winsor Dimsum Cafe,"'10 Tyler St.,Boston,MA,USA'",'A; B; C',42.3509791,-71.0604631
Best Barbecue Kitchen,"'86 Beach.,Boston,MA,USA'",'A; B; C',42.3510043,-71.0589047
Au Bon Pain,"'26 Park Plaza.,Boston,MA,USA'",'A; B; C',42.3510123,-71.0679728
Boston Park Plaza (Main Kitchen/Room Serv.),"'50 Park Pz.,Boston,MA,USA'",'A; B; C',42.3510417,-71.0697049
Boston Park Plaza Employee Cafeteria(3Rdfl),"'50 Park Pz.,Boston,MA,USA'",'A; B; C',42.3510417,-71.0697049
Finale (Room For Dessert Llc),"'50 Park Pz.,Boston,MA,USA'",'A; B; C',42.3510417,-71.0697049
Mc Cormick & Schmick's Rest.,"'50 Park Pz.,Boston,MA,USA'",'A; B; C',42.3510417,-71.0697049
Irashai Sushi And Teriyaki,"'8 Kneeland St.,Boston,MA,USA'",'A; B; C',42.3510497,-71.0627006
Great Taste Bakery And Restaurant,"'61 Beach St.,Boston,MA,USA'",'A; B; C',42.35111,-71.060267
China Pearl Restaurant,"'9 Tyler St.,Boston,MA,USA'",'A; B; C',42.3511223,-71.060924
Tantric India Bistro,"'123 Stuart St.,Boston,MA,USA'",'A; B; C',42.3511482,-71.0656916
Pret A Manger,"'501 Boylston St.,Boston,MA,USA'",'A; B; C',42.3511519,-71.0745563
Dumpling Cafe Inc.,"'693 Washington St.,Boston,MA,USA'",'A; B; C',42.3511662,-71.0630012
Les Zygomates,"'129 South St.,Boston,MA,USA'",'A; B; C',42.3512067,-71.0575214
Bubor Cha Cha,"'41 Beach St.,Boston,MA,USA'",'A; B; C',42.3512648,-71.0608133
Snappy Sushi,"'108 Newbury St.,Boston,MA,USA'",'A; B; C',42.3513052,-71.0756733
Crazy Dough's Pizza,"'8 Park Pz.,Boston,MA,USA'",'A; B; C',42.3513467,-71.0661306
D'Angelo's Sandwich Shop,"'8 Park Pz.,Boston,MA,USA'",'A; B; C',42.3513467,-71.0661306
Osaka Express,"'8 Park Pz.,Boston,MA,USA'",'A; B; C',42.3513467,-71.0661306
P.F.Chang's China Bistro,"'8 Park Pz.,Boston,MA,USA'",'A; B; C',42.3513467,-71.0661306
East Ocean City,"'25 Beach St.,Boston,MA,USA'",'A; B; C',42.3513468,-71.0617888
O Ya Restaurant,"'9 East St.,Boston,MA,USA'",'A; B; C',42.3513521,-71.0569233
My Thai Cafe Vegetarian & Bubble Tea Bristro,"'3 Beach St.,Boston,MA,USA'",'A; B; C',42.351358,-71.062635
Rock Bottom Rest. & Brewery,"'115 Stuart St.,Boston,MA,USA'",'A; B; C',42.3514083,-71.0653801
Pasteur Restaurant I I,"'682 Washington St.,Boston,MA,USA'",'A; B; C',42.3514222,-71.0626816
China King Restaurant,"'60 Beach St.,Boston,MA,USA'",'A; B; C',42.3514633,-71.0601386
Bibim Restaurant,"'166 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3515054,-71.1314451
Hanmaru,"'164 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3515073,-71.1314179
Au Bon Pain,"'431 Boylston St.,Boston,MA,USA'",'A; B; C',42.3515392,-71.0729131
Susan's Deli Of Course,"'695 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.3515837,-71.0562695
Froyo World,"'157 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3516113,-71.1319492
Dumpling King,"'40 Harrison Ave.,Boston,MA,USA'",'A; B; C',42.3516622,-71.0608976
Wai Wai Ice Cream Shop,"'26 Oxford St.,Boston,MA,USA'",'A; B; C',42.3516767,-71.0602735
Chilton Club,"'150 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.3517904,-71.0778494
Master Wok,"'650 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.3518144,-71.055222
Cookin Cafe & Grille,"'1096 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.3518199,-71.1242958
Seller's Cafe@N.E. College Of Optometry,"'424 Beacon St.,Boston,MA,USA'",'A; B; C',42.3518462,-71.0868624
Thinking Cup Newbury,"'85 Newbury St.,Boston,MA,USA'",'A; B; C',42.351894,-71.074962
Asian Garden Restaurant Inc.,"'28 Harrison Ave.,Boston,MA,USA'",'A; B; C',42.3519404,-71.0610193
Bistro Du Midi,"'272 Boylston St.,Boston,MA,USA'",'A; B; C',42.3519657,-71.0694932
New Moon Villa Restaurant,"'15 Edinboro St.,Boston,MA,USA'",'A; B; C',42.3519999,-71.059911
Dunkin' Donuts/Baskin Robins,"'80 Boylston St.,Boston,MA,USA'",'A; B; C',42.3520126,-71.0649292
Tarboosh Pizza & Grill,"'2 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3520314,-71.1255678
Four Seasons Hotel Boston,"'200 Boylston St.,Boston,MA,USA'",'A; B; C',42.3520523,-71.0683194
Victoria Seafood,"'1029 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.3521291,-71.1217221
Garlic 'N Lemons,"'133 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3521356,-71.1321379
Griddler's Burgers & Dogs,"'134 Boylston St.,Boston,MA,USA'",'A; B; C',42.3522751,-71.0661106
Gather,"'75 Northern Ave.,Boston,MA,USA'",'A; B; C',42.3522913,-71.0452839
Townsman,"'118 Kingston St.,Boston,MA,USA'",'A; B; C',42.3522982,-71.0593497
Korean Garden Restaurant,"'122 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3523726,-71.1317185
Geido Sushi,"'1 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3524485,-71.1254097
Kantin,"'1 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3524485,-71.1254097
Misono Grill,"'1 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3524485,-71.1254097
Kaze Shabu Shabu,"'41 Essex St.,Boston,MA,USA'",'A; B; C',42.3524728,-71.0614845
Garden Halls Dorms,"'125 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.352514,-71.077606
Sleeper Street Cafe,"'51 Sleeper St.,Boston,MA,USA'",'A; B; C',42.3525249,-71.0484989
Pizzeria Regina Of So. Station,"'630 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.3525421,-71.05549
Chilipa Restaurant,"'1095 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.3526374,-71.1254887
Pho Viets,"'1095 Commonwealth Ave.,Boston,MA,USA'",'A; B; C',42.3526374,-71.1254887
Sunset Grill,"'130 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3527462,-71.1315652
Babbo Pizzeria,"'11 Fan Pier Bl.,Boston,MA,USA'",'A; B; C',42.352915,-71.0460679
S & I To Go,"'168 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3529304,-71.1329437
Thai Place Restaurant,"'184 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3530103,-71.1337634
Bonchon Allston,"'101 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3530206,-71.1302597
La Mamma Pizza And More,"'190 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3530266,-71.1339451
Amelia's Taqueria,"'180 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3530424,-71.1336465
O Yummy Cuisine,"'182 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3530523,-71.1337016
Punjab Palace,"'109 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3530593,-71.1305102
Institute Of Contemporary Art/Water Cafe,"'70 Northern Ave.,Boston,MA,USA'",'A; B; C',42.353079,-71.043252
Ma La Restaurant,"'129 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3531153,-71.1310864
Nebo Ristorante/Enoteca,"'520 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.353206,-71.052519
Le's Restaurant,"'137 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3532439,-71.131189
Refuge Cafe,"'155 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.353252,-71.131868
Tavern In The Square,"'161 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.353275,-71.1326451
Totto Ramen,"'169 Brighton Ave.,Boston,MA,USA'",'A; B; C',42.3532861,-71.1329936
Oriental House,"'560 Washington St.,Boston,MA,USA'",'A; B; C',42.353378,-71.062006
Saints Diner,"'572 Washington St.,Boston,MA,USA'",'A; B; C',42.353378,-71.062006
Twin Donuts,"'501 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3535275,-71.1379589
Bruegger's,"'91 Summer St.,Boston,MA,USA'",'A; B; C',42.3536654,-71.058573
The Barking Crab,"'88 Sleeper St.,Boston,MA,USA'",'A; B; C',42.3537972,-71.0486469
Sebastians Cafe,"'100 Summer St.,Boston,MA,USA'",'A; B; C',42.3538414,-71.0573659
Trio Cafe,"'0 Northern Ave.,Boston,MA,USA'",'A; B; C',42.3540034,-71.0481692
La Be Fana Pizzeria,"'15 N Beacon St.,Boston,MA,USA'",'A; B; C',42.3541199,-71.1378479
Viga,"'291 Devonshire St.,Boston,MA,USA'",'A; B; C',42.354151,-71.057967
Society On High,"'99 High St.,Boston,MA,USA'",'A; B; C',42.3541833,-71.0546962
Hoshi Japanese Restaurant,"'525 Washington St.,Boston,MA,USA'",'A; B; C',42.3542094,-71.062262
Boloco,"'133 Federal St.,Boston,MA,USA'",'A; B; C',42.3542676,-71.05661
Kaju Tofu House,"'56 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3543449,-71.1323106
Freshii,"'100 High St.,Boston,MA,USA'",'A; B; C',42.354474,-71.0554013
Siam Bistro,"'151 Pearl St.,Boston,MA,USA'",'A; B; C',42.3545586,-71.0536419
Scali Deli Cafe,"'147 Pearl St.,Boston,MA,USA'",'A; B; C',42.3545706,-71.0536984
Azama Grill,"'44 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.3545725,-71.1322728
Biddy Earlys,"'141 Pearl St.,Boston,MA,USA'",'A; B; C',42.3546587,-71.0537456
China Maxim Iii,"'241 Market St.,Boston,MA,USA'",'A; B; C',42.3547091,-71.1504852
The Draft Bar & Grill,"'32 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.354825,-71.1325786
Darbar Indo-Pak Rest.,"'130 N Beacon St.,Boston,MA,USA'",'A; B; C',42.354939,-71.1447639
Cafe De Boston,"'75 Federal St.,Boston,MA,USA'",'A; B; C',42.3550019,-71.0567528
Raphael Caribbean Cuisine,"'481 Washington St.,Boston,MA,USA'",'A; B; C',42.3550546,-71.0613035
Fan Fan Restaurant,"'15 Harvard Ave.,Boston,MA,USA'",'A; B; C',42.355165,-71.1326812
Fisher College,"'118 Beacon St.,Boston,MA,USA'",'A; B; C',42.35531,-71.07417
Fisher College Cafe,"'118 Beacon St.,Boston,MA,USA'",'A; B; C',42.35531,-71.07417
Cafe 26,"'26 Temple Pl.,Boston,MA,USA'",'A; B; C',42.3553891,-71.0620905
The Merchant,"'60 Franklin St.,Boston,MA,USA'",'A; B; C',42.3554384,-71.0580345
Goulston & Storrs,"'390 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.3556254,-71.0503844
Samurai Kuang Eatery,"'58 Franklin St.,Boston,MA,USA'",'A; B; C',42.3557295,-71.0584403
Bourbon St. Cafe,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Charley's Philly Steak,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Happy Lemon,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Metro Subway Inc.,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Salsas Mexican Grill,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Sushi Time,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Thai Accent,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Wongs,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Yum Yum Noodle,"'417 Washington St.,Boston,MA,USA'",'A; B; C',42.3558635,-71.0604975
Hampshire House Butcher Block,"'84 Beacon St.,Boston,MA,USA'",'A; B; C',42.3559392,-71.0712463
Squeeze Cafe & Juice Bar,"'225 Franklin St.,Boston,MA,USA'",'A; B; C',42.3560286,-71.0540513
Regina Pizza Of Allston,"'353 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3561329,-71.1324581
Harvard Gardens,"'310 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3563578,-71.1274812
Elephant & Castle Pub And Restaurant,"'161 Devonshire St.,Boston,MA,USA'",'A; B; C',42.3563767,-71.0575545
Langham Hotel,"'250 Franklin St.,Boston,MA,USA'",'A; B; C',42.3564331,-71.0547923
Brandy Petes,"'267 Franklin.,Boston,MA,USA'",'A; B; C',42.3565179,-71.0532202
Side Bar Food & Sprits,"'14 Bromfield St.,Boston,MA,USA'",'A; B; C',42.3566133,-71.0599998
Ud Kitchen,"'184 High St.,Boston,MA,USA'",'A; B; C',42.3566489,-71.0526247
The Upper Crust,"'20 Charles St.,Boston,MA,USA'",'A; B; C',42.3566637,-71.0699582
Beantown Pub,"'100 Tremont St.,Boston,MA,USA'",'A; B; C',42.3568438,-71.0615914
Cafe Marliave,"'10 Bosworth St.,Boston,MA,USA'",'A; B; C',42.356858,-71.0602762
Mediterranean Grill,"'281 Franklin St.,Boston,MA,USA'",'A; B; C',42.3569571,-71.0530011
Barracuda Tavern,"'53 Bromfield St.,Boston,MA,USA'",'A; B; C',42.357039,-71.0606422
Somerset Club,"'42 Beacon St.,Boston,MA,USA'",'A; B; C',42.357076,-71.0668154
Mast' Restaurant,"'45 Province St.,Boston,MA,USA'",'A; B; C',42.3572816,-71.0599532
Paramount,"'44 Charles St.,Boston,MA,USA'",'A; B; C',42.3572829,-71.0701784
Hilton Boston Financial District,"'89 Broad St.,Boston,MA,USA'",'A; B; C',42.3573324,-71.0532338
Nix's Mate,"'89 Broad St.,Boston,MA,USA'",'A; B; C',42.3573324,-71.0532338
Nine Zero Hotel,"'90 Tremont St.,Boston,MA,USA'",'A; B; C',42.3573448,-71.0607035
Chipotle Mexican Grille,"'283 Washington St.,Boston,MA,USA'",'A; B; C',42.3575319,-71.0584096
Joshua's Deli,"'42 Batterymarch St.,Boston,MA,USA'",'A; B; C',42.3575599,-71.0538225
Lanta Asian Cuisine,"'38 Batterymarch St.,Boston,MA,USA'",'A; B; C',42.3575943,-71.0539181
Mr. Dooleys Boston Tavern,"'77 Broad St.,Boston,MA,USA'",'A; B; C',42.357643,-71.0536578
Cafe Hemsin,"'10 City Hall Ave.,Boston,MA,USA'",'A; B; C',42.3577403,-71.0593263
Vintage Lounge,"'72 Broad St.,Boston,MA,USA'",'A; B; C',42.3577465,-71.0529824
Omni Parker House,"'56 School St.,Boston,MA,USA'",'A; B; C',42.3577765,-71.0599116
Vanderbilt,"'4 Liberty Sq.,Boston,MA,USA'",'A; B; C',42.3579927,-71.0545358
Emmets Irish Pub,"'6 Beacon St.,Boston,MA,USA'",'A; B; C',42.3579992,-71.0616161
Sakuraabana Inc,"'57 Broad St.,Boston,MA,USA'",'A; B; C',42.358001,-71.0542613
Bean & Leaf Cafe,"'20 Custom House St.,Boston,MA,USA'",'A; B; C',42.3581038,-71.0533603
Potbelly Sandwich Shop (275 Washington St.),"'275 Washington St.,Boston,MA,USA'",'A; B; C',42.3581466,-71.0581732
Viga Italian Eatery,"'275 Washington St.,Boston,MA,USA'",'A; B; C',42.3581466,-71.0581732
Scollay Square,"'21 Beacon St.,Boston,MA,USA'",'A; B; C',42.3581491,-71.0625318
Zen Restaurant,"'21 Beacon St.,Boston,MA,USA'",'A; B; C',42.3581491,-71.0625318
Beantown Hoagie,"'102 Water St.,Boston,MA,USA'",'A; B; C',42.3581726,-71.0549454
Coogan's Bluff,"'171 Milk St.,Boston,MA,USA'",'A; B; C',42.3582517,-71.0533884
Seven's Ale House,"'77 Charles St.,Boston,MA,USA'",'A; B; C',42.3582895,-71.0705892
Dunkin Donuts (219 Cambridge),"'219 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3583446,-71.1263543
Espresso Love Cafe,"'33 Broad St.,Boston,MA,USA'",'A; B; C',42.3583857,-71.0544765
Piperi Restaurant,"'1 Beacon St.,Boston,MA,USA'",'A; B; C',42.3584444,-71.0608393
Rebecca's Cafe Inc.,"'1 Beacon St.,Boston,MA,USA'",'A; B; C',42.3584444,-71.0608393
Carrie Nation,"'11 Beacon St.,Boston,MA,USA'",'A; B; C',42.3584916,-71.0617564
Cosi,"'53 State St.,Boston,MA,USA'",'A; B; C',42.3584972,-71.0561757
Crush Pizza,"'107 State St.,Boston,MA,USA'",'A; B; C',42.358934,-71.0549472
Hyatt Conf. & Hotel (Fs),"'101 Harborside Dr.,Boston,MA,USA'",'A; B; C',42.3591952,-71.0271992
Al's State St. Cafe,"'112 State.,Boston,MA,USA'",'A; B; C',42.3593207,-71.0548687
Sultan's Kitchen,"'112 State St.,Boston,MA,USA'",'A; B; C',42.3593207,-71.0548687
Legal Seafoods,"'255 State St.,Boston,MA,USA'",'A; B; C',42.3593804,-71.051295
Bertucci's Brick Oven Pizza,"'22 Merchants Ro.,Boston,MA,USA'",'A; B; C',42.3593983,-71.0558269
Black Rose,"'160 State St.,Boston,MA,USA'",'A; B; C',42.359437,-71.0537795
Cocobeet,"'100 City Hall Pz.,Boston,MA,USA'",'A; B; C',42.3594493,-71.0588576
Aris Barbeque,"'200 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Durgin Park Restaurant,"'300 Faneuil Hall Marketplace.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Jen Lai Noodle And Rice Co.,"'1 Faneuil Hall Mkt Pl Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Mccormick & Schmick,"'300 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Philadelphia Steak & Hoagie,"'200 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Quincy's Place,"'100-199 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Regina's (Up),"'1 Faneuil Hall Mkt Pl Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Wagamama Restaurant,"'200 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
Zumas Tex-Mex Grill,"'100-199 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',42.3597994,-71.0544602
The Charles River Bistro,"'0 David G Mugar Wy.,Boston,MA,USA'",'A; B; C',42.3598609,-71.0720547
J P Licks @ Charles Street,"'144 Charles St.,Boston,MA,USA'",'A; B; C',42.3598814,-71.0709344
Panificio,"'144 Charles St.,Boston,MA,USA'",'A; B; C',42.3598814,-71.0709344
Clover Fast Food L M A No. 4,"'.,Boston,MA,USA'",'A; B; C',42.3600825,-71.0588801
City Hall Deli (8Th Fl.),"'1 City Hall Plaza.,Boston,MA,USA'",'A; B; C',42.360331,-71.057996
Panera Bread,"'1 Union St.,Boston,MA,USA'",'A; B; C',42.3605884,-71.0566478
Grandes Ligas Restaurant Inc.,"'14 Hancock St.,Boston,MA,USA'",'A; B; C',42.360618,-71.064267
Griddler's Burgers & Dogs,"'204 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3608818,-71.0658869
Felcaro Pizzeria,"'276 Cambridge St.,Boston,MA,USA'",'A; B; C',42.360923,-71.0680196
Anna's Taqueria,"'242 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3609297,-71.0671098
Bruegger's Bagel Bakery,"'370 Western Ave.,Boston,MA,USA'",'A; B; C',42.3609676,-71.1375155
The Hill Tavern,"'228 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3609803,-71.0666693
Fin's Sushi & Grill,"'240 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3609958,-71.0668239
Antonio's Italiano Cucina,"'286 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3609998,-71.0681511
Blue Fuji,"'106 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3610448,-71.0631847
Down Home Delivery & Catering,"'2 Bowdoin St.,Boston,MA,USA'",'A; B; C',42.3611467,-71.0628943
Savory Food Truck No. 3 (P-33-235),"'0 Blossom St.,Boston,MA,USA'",'A; B; C',42.3612411,-71.0669541
Union Oyster House,"'41 Union St.,Boston,MA,USA'",'A; B; C',42.3612599,-71.0568805
Finagle A Bagel,"'275 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3613671,-71.0681858
Green Dragon Tavern,"'11 Marshall St.,Boston,MA,USA'",'A; B; C',42.361468,-71.056849
The Living Room,"'101 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.3617246,-71.0523308
Plaza Deli Ii,"'7 Bulfinch Pl.,Boston,MA,USA'",'A; B; C',42.3618034,-71.0612901
Mother Juice,"'100 Hanover St.,Boston,MA,USA'",'A; B; C',42.3620005,-71.0569411
Whole Foods Market(Cambridge St.),"'181 Cambridge St.,Boston,MA,USA'",'A; B; C',42.3620497,-71.0653595
The Liberty Hotel,"'215 Charles St.,Boston,MA,USA'",'A; B; C',42.3620694,-71.070207
The Cafe On New Chardon St.,"'25 New Chardon St.,Boston,MA,USA'",'A; B; C',42.3621233,-71.061748
Boston Sail Loft,"'80 Atlantic Ave.,Boston,MA,USA'",'A; B; C',42.3624726,-71.0505386
Mother Anna's,"'211 Hanover St.,Boston,MA,USA'",'A; B; C',42.3626826,-71.0552861
Jimmy John's,"'380 Western Ave.,Boston,MA,USA'",'A; B; C',42.3627213,-71.1377086
Mcdonalds,"'360 Western Ave.,Boston,MA,USA'",'A; B; C',42.3627848,-71.1369091
Cobblestones,"'227 Hanover St.,Boston,MA,USA'",'A; B; C',42.3629612,-71.0549931
Shriners' Hosp. For Children,"'51 Blossom St.,Boston,MA,USA'",'A; B; C',42.3630966,-71.0664573
Bishop's Mediterranean,"'70 Staniford St.,Boston,MA,USA'",'A; B; C',42.3631455,-71.0643402
Bus Stop Pub,"'252 Western Ave.,Boston,MA,USA'",'A; B; C',42.3631683,-71.1327969
Parla,"'230 Hanover St.,Boston,MA,USA'",'A; B; C',42.3632455,-71.0552327
Spagnoulos,"'240 Hanover St.,Boston,MA,USA'",'A; B; C',42.3633255,-71.0551035
Villa Francesca,"'150 Richmond St.,Boston,MA,USA'",'A; B; C',42.3633662,-71.0545254
Monica's Restaurant,"'143 Richmond St.,Boston,MA,USA'",'A; B; C',42.3634098,-71.054222
Rabia's Restaurant,"'73 Salem St.,Boston,MA,USA'",'A; B; C',42.3634291,-71.0557996
Limoncello,"'190 North St.,Boston,MA,USA'",'A; B; C',42.3635067,-71.0540766
The Skating Club Of Boston,"'1240 Soldiers Field Rd.,Boston,MA,USA'",'A; B; C',42.3635167,-71.136864
Urban Cantina,"'76 Salem St.,Boston,MA,USA'",'A; B; C',42.363604,-71.0560163
Johnnies On The Side,"'138 Portland St.,Boston,MA,USA'",'A; B; C',42.3636756,-71.061344
Joyful Garden @ Days Hotel,"'1234 Soldiers Field Rd.,Boston,MA,USA'",'A; B; C',42.3636954,-71.1363879
Quattro Ristorante Grill & Pizzeria,"'264 Hanover St.,Boston,MA,USA'",'A; B; C',42.3636992,-71.0548319
Il Panino Restaurant,"'7 Parmenter St.,Boston,MA,USA'",'A; B; C',42.3637647,-71.0547965
Pagliuca's Restaurant,"'14 Parmenter St.,Boston,MA,USA'",'A; B; C',42.3637686,-71.0549511
Antico Forno,"'93 Salem St.,Boston,MA,USA'",'A; B; C',42.3637779,-71.0555443
Boston Common Coffee Co.,"'97 Salem St.,Boston,MA,USA'",'A; B; C',42.3638446,-71.0554967
Billy Tse Restaurant,"'240 Commercial St.,Boston,MA,USA'",'A; B; C',42.363856,-71.0514454
O'saraceno,"'284 Hanover St.,Boston,MA,USA'",'A; B; C',42.363983,-71.054559
Bella Vista,"'288 Hanover St.,Boston,MA,USA'",'A; B; C',42.3640379,-71.0544931
Pellinos Ristorante,"'2 Prince St.,Boston,MA,USA'",'A; B; C',42.3640601,-71.0536564
Daily Catch,"'319 Hanover St.,Boston,MA,USA'",'A; B; C',42.364066,-71.053976
Artu,"'6 Prince.,Boston,MA,USA'",'A; B; C',42.3641456,-71.0537493
Bonne Chance Cafe,"'77 Canal St.,Boston,MA,USA'",'A; B; C',42.3641619,-71.059661
Caffe Vittoria,"'290 Hanover St.,Boston,MA,USA'",'A; B; C',42.3641859,-71.054484
Dip It Sweet,"'94 Endicott St.,Boston,MA,USA'",'A; B; C',42.364199,-71.057288
Landmark Pizza @ North Station,"'0 Causeway St.,Boston,MA,USA'",'A; B; C',42.3641993,-71.0633536
Al Dente Ristorante,"'109 Salem St.,Boston,MA,USA'",'A; B; C',42.3642076,-71.0553658
China House,"'331 Hanover St.,Boston,MA,USA'",'A; B; C',42.3642098,-71.0538148
Florentine Caffe,"'333 Hanover St.,Boston,MA,USA'",'A; B; C',42.3642825,-71.0536989
